BeginDate,Type,Mw
07/10/2024 15:15,actual,22014
07/10/2024 15:20,actual,22068
07/10/2024 15:25,actual,22113
07/10/2024 15:30,actual,22147
07/10/2024 15:35,actual,22201
07/10/2024 15:40,actual,22242
07/10/2024 15:45,actual,22274
07/10/2024 15:50,actual,22330
07/10/2024 15:55,actual,22356
07/10/2024 16:00,actual,22365
07/10/2024 16:05,actual,22393
07/10/2024 16:10,actual,22486
07/10/2024 16:15,actual,22550
07/10/2024 16:20,actual,22603
07/10/2024 16:25,actual,22652
07/10/2024 16:30,actual,22674
07/10/2024 16:35,actual,22706
07/10/2024 16:40,actual,22763
07/10/2024 16:45,actual,22783
07/10/2024 16:50,actual,22806
07/10/2024 16:55,actual,22835
07/10/2024 17:00,actual,22575
07/10/2024 17:05,actual,22554
07/10/2024 17:10,actual,22574
07/10/2024 17:15,actual,22622
07/10/2024 17:20,actual,22684
07/10/2024 17:25,actual,22758
07/10/2024 17:30,actual,22813
07/10/2024 17:35,actual,22822
07/10/2024 17:40,actual,22925
07/10/2024 17:45,actual,22951
07/10/2024 17:50,actual,22975
07/10/2024 17:55,actual,22981
07/10/2024 18:00,actual,22879
07/10/2024 18:05,actual,22823
07/10/2024 18:10,actual,22776
07/10/2024 18:15,actual,22828
07/10/2024 18:20,actual,22822
07/10/2024 18:25,actual,22834
07/10/2024 18:30,actual,22749
07/10/2024 18:35,actual,22724
07/10/2024 18:40,actual,22680
07/10/2024 18:45,actual,22668
07/10/2024 18:50,actual,22637
07/10/2024 18:55,actual,22651
07/10/2024 19:00,actual,22724
07/10/2024 19:05,actual,22654
07/10/2024 19:10,actual,22617
07/10/2024 19:15,actual,22619
07/10/2024 19:20,actual,22556
07/10/2024 19:25,actual,22518
07/10/2024 19:30,actual,22418
07/10/2024 19:35,actual,22419
07/10/2024 19:40,actual,22357
07/10/2024 19:45,actual,22296
07/10/2024 19:50,actual,22191
07/10/2024 19:55,actual,22150
07/10/2024 20:00,actual,22158
07/10/2024 20:05,actual,22126
07/10/2024 20:10,actual,22082
07/10/2024 20:15,actual,22001
07/10/2024 20:20,actual,21947
07/10/2024 20:25,actual,21927
07/10/2024 20:30,actual,21890
07/10/2024 20:35,actual,21844
07/10/2024 20:40,actual,21771
07/10/2024 20:45,actual,21679
07/10/2024 20:50,actual,21606
07/10/2024 20:55,actual,21526
07/10/2024 21:00,actual,21422
07/10/2024 21:05,actual,21300
07/10/2024 21:10,actual,21229
07/10/2024 21:15,actual,21115
07/10/2024 21:20,actual,21013
07/10/2024 21:25,actual,20936
07/10/2024 21:30,actual,20793
07/10/2024 21:35,actual,20663
07/10/2024 21:40,actual,20566
07/10/2024 21:45,actual,20424
07/10/2024 21:50,actual,20281
07/10/2024 21:55,actual,20136
07/10/2024 22:00,actual,19992
07/10/2024 22:05,actual,19768
07/10/2024 22:10,actual,19646
07/10/2024 22:15,actual,19525
07/10/2024 22:20,actual,19409
07/10/2024 22:25,actual,19284
07/10/2024 22:30,actual,19144
07/10/2024 22:35,actual,18991
07/10/2024 22:40,actual,18876
07/10/2024 22:45,actual,18743
07/10/2024 22:50,actual,18570
07/10/2024 22:55,actual,18449
07/10/2024 23:00,actual,18326
07/10/2024 23:05,actual,18217
07/10/2024 23:10,actual,18047
07/10/2024 23:15,actual,17978
07/10/2024 23:20,actual,17872
07/10/2024 23:25,actual,17731
07/10/2024 23:30,actual,17595
07/10/2024 23:35,actual,17454
07/10/2024 23:40,actual,17368
07/10/2024 23:45,actual,17275
07/10/2024 23:50,actual,17160
07/10/2024 23:55,actual,17059
