BeginDate,Type,Mw
07/04/2024 00:30,forecast,12270
07/04/2024 01:30,forecast,11560
07/04/2024 02:30,forecast,11100
07/04/2024 03:30,forecast,10830
07/04/2024 04:30,forecast,10680
07/04/2024 05:30,forecast,10690
07/04/2024 06:30,forecast,10850
07/04/2024 07:30,forecast,11200
07/04/2024 08:30,forecast,11410
07/04/2024 09:30,forecast,11770
07/04/2024 10:30,forecast,11970
07/04/2024 11:30,forecast,12300
07/04/2024 12:30,forecast,12740
07/04/2024 13:30,forecast,13540
07/04/2024 14:30,forecast,14570
07/04/2024 15:30,forecast,15190
07/04/2024 16:30,forecast,15990
07/04/2024 17:30,forecast,16270
07/04/2024 18:30,forecast,16500
07/04/2024 19:30,forecast,16400
07/04/2024 20:30,forecast,16250
07/04/2024 21:30,forecast,15780
07/04/2024 22:30,forecast,15020
07/04/2024 23:30,forecast,14070
07/04/2024 00:00,actual,12652
07/04/2024 00:05,actual,12600
07/04/2024 00:10,actual,12522
07/04/2024 00:15,actual,12439
07/04/2024 00:20,actual,12351
07/04/2024 00:25,actual,12279
07/04/2024 00:30,actual,12230
07/04/2024 00:35,actual,12152
07/04/2024 00:40,actual,12086
07/04/2024 00:45,actual,12022
07/04/2024 00:50,actual,11908
07/04/2024 00:55,actual,11901
07/04/2024 01:00,actual,11855
07/04/2024 01:05,actual,11785
07/04/2024 01:10,actual,11718
07/04/2024 01:15,actual,11680
07/04/2024 01:20,actual,11651
07/04/2024 01:25,actual,11538
07/04/2024 01:30,actual,11526
07/04/2024 01:35,actual,11475
07/04/2024 01:40,actual,11429
07/04/2024 01:45,actual,11364
07/04/2024 01:50,actual,11339
07/04/2024 01:55,actual,11342
07/04/2024 02:00,actual,11265
07/04/2024 02:05,actual,11214
07/04/2024 02:10,actual,11198
07/04/2024 02:15,actual,11144
07/04/2024 02:20,actual,11143
07/04/2024 02:25,actual,11100
07/04/2024 02:30,actual,11075
07/04/2024 02:35,actual,11038
07/04/2024 02:40,actual,10996
07/04/2024 02:45,actual,10984
07/04/2024 02:50,actual,10962
07/04/2024 02:55,actual,10923
07/04/2024 03:00,actual,10908
07/04/2024 03:05,actual,10945
07/04/2024 03:10,actual,10893
07/04/2024 03:15,actual,10893
07/04/2024 03:20,actual,10864
07/04/2024 03:25,actual,10848
07/04/2024 03:30,actual,10835
07/04/2024 03:35,actual,10818
07/04/2024 03:40,actual,10806
07/04/2024 03:45,actual,10809
07/04/2024 03:50,actual,10790
07/04/2024 03:55,actual,10770
07/04/2024 04:00,actual,10791
07/04/2024 04:05,actual,10798
07/04/2024 04:10,actual,10820
07/04/2024 04:15,actual,10817
07/04/2024 04:20,actual,10812
07/04/2024 04:25,actual,10799
07/04/2024 04:30,actual,10808
07/04/2024 04:35,actual,10815
07/04/2024 04:40,actual,10814
07/04/2024 04:45,actual,10817
07/04/2024 04:50,actual,10811
07/04/2024 04:55,actual,10826
07/04/2024 05:00,actual,10888
07/04/2024 05:05,actual,10916
07/04/2024 05:10,actual,10924
07/04/2024 05:15,actual,10937
07/04/2024 05:20,actual,10936
07/04/2024 05:25,actual,10950
07/04/2024 05:30,actual,10954
07/04/2024 05:35,actual,10959
07/04/2024 05:40,actual,10922
07/04/2024 05:45,actual,10928
07/04/2024 05:50,actual,10956
07/04/2024 05:55,actual,10938
07/04/2024 06:00,actual,11009
07/04/2024 06:05,actual,11073
07/04/2024 06:10,actual,11111
07/04/2024 06:15,actual,11150
07/04/2024 06:20,actual,11140
07/04/2024 06:25,actual,11150
07/04/2024 06:30,actual,11165
07/04/2024 06:35,actual,11234
07/04/2024 06:40,actual,11217
07/04/2024 06:45,actual,11239
07/04/2024 06:50,actual,11296
07/04/2024 06:55,actual,11299
07/04/2024 07:00,actual,11354
07/04/2024 07:05,actual,11376
07/04/2024 07:10,actual,11399
07/04/2024 07:15,actual,11415
07/04/2024 07:20,actual,11439
07/04/2024 07:25,actual,11437
07/04/2024 07:30,actual,11491
07/04/2024 07:35,actual,11480
07/04/2024 07:40,actual,11458
07/04/2024 07:45,actual,11439
07/04/2024 07:50,actual,11465
07/04/2024 07:55,actual,11508
07/04/2024 08:00,actual,11518
07/04/2024 08:05,actual,11583
07/04/2024 08:10,actual,11560
07/04/2024 08:15,actual,11603
07/04/2024 08:20,actual,11625
07/04/2024 08:25,actual,11658
07/04/2024 08:30,actual,11633
07/04/2024 08:35,actual,11610
07/04/2024 08:40,actual,11607
07/04/2024 08:45,actual,11574
07/04/2024 08:50,actual,11573
07/04/2024 08:55,actual,11566
07/04/2024 09:00,actual,11571
07/04/2024 09:05,actual,11562
07/04/2024 09:10,actual,11585
07/04/2024 09:15,actual,11570
07/04/2024 09:20,actual,11601
07/04/2024 09:25,actual,11582
07/04/2024 09:30,actual,11546
07/04/2024 09:35,actual,11483
07/04/2024 09:40,actual,11528
