BeginDate,Type,Mw
06/26/2024 09:35,actual,14585
06/26/2024 09:40,actual,14548
06/26/2024 09:45,actual,14569
06/26/2024 09:50,actual,14534
06/26/2024 09:55,actual,14525
06/26/2024 10:00,actual,14623
06/26/2024 10:05,actual,14647
06/26/2024 10:10,actual,14732
06/26/2024 10:15,actual,14816
06/26/2024 10:20,actual,14914
06/26/2024 10:25,actual,14954
06/26/2024 10:30,actual,14975
06/26/2024 10:35,actual,15057
06/26/2024 10:40,actual,15110
06/26/2024 10:45,actual,15186
06/26/2024 10:50,actual,15267
06/26/2024 10:55,actual,15360
06/26/2024 11:00,actual,15472
06/26/2024 11:05,actual,15531
06/26/2024 11:10,actual,15621
06/26/2024 11:15,actual,15725
06/26/2024 11:20,actual,15819
06/26/2024 11:25,actual,15890
06/26/2024 11:30,actual,15905
06/26/2024 11:35,actual,16006
06/26/2024 11:40,actual,16030
06/26/2024 11:45,actual,16056
06/26/2024 11:50,actual,16105
06/26/2024 11:55,actual,16176
06/26/2024 12:00,actual,16238
06/26/2024 12:05,actual,16298
06/26/2024 12:10,actual,16338
06/26/2024 12:15,actual,16386
06/26/2024 12:20,actual,16391
06/26/2024 12:25,actual,16425
06/26/2024 12:30,actual,16478
06/26/2024 12:35,actual,16534
06/26/2024 12:40,actual,16583
06/26/2024 12:45,actual,16651
06/26/2024 12:50,actual,16736
06/26/2024 12:55,actual,16848
06/26/2024 13:00,actual,16957
06/26/2024 13:05,actual,17075
06/26/2024 13:10,actual,17198
06/26/2024 13:15,actual,17335
06/26/2024 13:20,actual,17422
06/26/2024 13:25,actual,17507
06/26/2024 13:30,actual,17630
06/26/2024 13:35,actual,17730
06/26/2024 13:40,actual,17887
06/26/2024 13:45,actual,17939
06/26/2024 13:50,actual,17994
06/26/2024 13:55,actual,18114
06/26/2024 14:00,actual,18178
06/26/2024 14:05,actual,18216
06/26/2024 14:10,actual,18339
06/26/2024 14:15,actual,18441
06/26/2024 14:20,actual,18445
06/26/2024 14:25,actual,18509
06/26/2024 14:30,actual,18569
06/26/2024 14:35,actual,18597
06/26/2024 14:40,actual,18598
06/26/2024 14:45,actual,18691
06/26/2024 14:50,actual,18792
06/26/2024 14:55,actual,18803
06/26/2024 15:00,actual,18763
06/26/2024 15:05,actual,18824
06/26/2024 15:10,actual,18924
06/26/2024 15:15,actual,18963
06/26/2024 15:20,actual,19051
06/26/2024 15:25,actual,19158
06/26/2024 15:30,actual,19161
06/26/2024 15:35,actual,19322
06/26/2024 15:40,actual,19382
06/26/2024 15:45,actual,19424
06/26/2024 15:50,actual,19479
06/26/2024 15:55,actual,19536
06/26/2024 16:00,actual,19542
06/26/2024 16:05,actual,19650
06/26/2024 16:10,actual,19682
06/26/2024 16:15,actual,19800
06/26/2024 16:20,actual,19889
06/26/2024 16:25,actual,19996
06/26/2024 16:30,actual,20096
06/26/2024 16:35,actual,20155
06/26/2024 16:40,actual,20268
06/26/2024 16:45,actual,20342
06/26/2024 16:50,actual,20411
06/26/2024 16:55,actual,20438
06/26/2024 17:00,actual,20518
06/26/2024 17:05,actual,20550
06/26/2024 17:10,actual,20637
06/26/2024 17:15,actual,20755
06/26/2024 17:20,actual,20794
06/26/2024 17:25,actual,20837
06/26/2024 17:30,actual,20851
06/26/2024 17:35,actual,20915
06/26/2024 17:40,actual,20950
06/26/2024 17:45,actual,21003
06/26/2024 17:50,actual,21089
06/26/2024 17:55,actual,21109
06/26/2024 18:00,actual,21077
06/26/2024 18:05,actual,21085
06/26/2024 18:10,actual,21162
06/26/2024 18:15,actual,21120
06/26/2024 18:20,actual,21198
06/26/2024 18:25,actual,21214
06/26/2024 18:30,actual,21114
06/26/2024 18:35,actual,21073
06/26/2024 18:40,actual,21050
06/26/2024 18:45,actual,21009
06/26/2024 18:50,actual,20980
06/26/2024 18:55,actual,20972
06/26/2024 19:00,actual,20965
06/26/2024 19:05,actual,20929
06/26/2024 19:10,actual,20876
06/26/2024 19:15,actual,20830
06/26/2024 19:20,actual,20745
06/26/2024 19:25,actual,20677
06/26/2024 19:30,actual,20669
06/26/2024 19:35,actual,20627
06/26/2024 19:40,actual,20494
06/26/2024 19:45,actual,20446
06/26/2024 19:50,actual,20356
06/26/2024 19:55,actual,20344
06/26/2024 20:00,actual,20216
06/26/2024 20:05,actual,20170
06/26/2024 20:10,actual,20137
06/26/2024 20:15,actual,20094
06/26/2024 20:20,actual,20068
06/26/2024 20:25,actual,20001
06/26/2024 20:30,actual,19965
06/26/2024 20:35,actual,19876
06/26/2024 20:40,actual,19839
06/26/2024 20:45,actual,19771
06/26/2024 20:50,actual,19671
06/26/2024 20:55,actual,19563
06/26/2024 21:00,actual,19403
06/26/2024 21:05,actual,19270
06/26/2024 21:10,actual,19152
06/26/2024 21:15,actual,19064
06/26/2024 21:20,actual,18916
06/26/2024 21:25,actual,18800
06/26/2024 21:30,actual,18712
06/26/2024 21:35,actual,18551
06/26/2024 21:40,actual,18416
06/26/2024 21:45,actual,18239
06/26/2024 21:50,actual,18094
06/26/2024 21:55,actual,17924
06/26/2024 22:00,actual,17734
06/26/2024 22:05,actual,17508
06/26/2024 22:10,actual,17369
06/26/2024 22:15,actual,17217
06/26/2024 22:20,actual,17064
06/26/2024 22:25,actual,16944
06/26/2024 22:30,actual,16825
06/26/2024 22:35,actual,16683
06/26/2024 22:40,actual,16520
06/26/2024 22:45,actual,16399
06/26/2024 22:50,actual,16269
06/26/2024 22:55,actual,16145
06/26/2024 23:00,actual,16004
06/26/2024 23:05,actual,15852
06/26/2024 23:10,actual,15729
06/26/2024 23:15,actual,15653
06/26/2024 23:20,actual,15454
06/26/2024 23:25,actual,15299
06/26/2024 23:30,actual,15128
06/26/2024 23:35,actual,15030
06/26/2024 23:40,actual,14944
06/26/2024 23:45,actual,14800
06/26/2024 23:50,actual,14643
06/26/2024 23:55,actual,14485
