BeginDate,Type,Mw
06/27/2024 00:30,forecast,13910
06/27/2024 01:30,forecast,13150
06/27/2024 02:30,forecast,12640
06/27/2024 03:30,forecast,12360
06/27/2024 04:30,forecast,12310
06/27/2024 05:30,forecast,12650
06/27/2024 06:30,forecast,13740
06/27/2024 07:30,forecast,14580
06/27/2024 08:30,forecast,14540
06/27/2024 09:30,forecast,13470
06/27/2024 10:30,forecast,13310
06/27/2024 11:30,forecast,13490
06/27/2024 12:30,forecast,13880
06/27/2024 13:30,forecast,15090
06/27/2024 14:30,forecast,15660
06/27/2024 15:30,forecast,16520
06/27/2024 16:30,forecast,17550
06/27/2024 17:30,forecast,18250
06/27/2024 18:30,forecast,18300
06/27/2024 19:30,forecast,17930
06/27/2024 20:30,forecast,17270
06/27/2024 21:30,forecast,16320
06/27/2024 22:30,forecast,14850
06/27/2024 23:30,forecast,13380
06/27/2024 00:00,actual,14403
06/27/2024 00:05,actual,14289
06/27/2024 00:10,actual,14211
06/27/2024 00:15,actual,14114
06/27/2024 00:20,actual,14010
06/27/2024 00:25,actual,13923
06/27/2024 00:30,actual,13835
06/27/2024 00:35,actual,13784
06/27/2024 00:40,actual,13714
06/27/2024 00:45,actual,13625
06/27/2024 00:50,actual,13595
06/27/2024 00:55,actual,13518
06/27/2024 01:00,actual,13461
06/27/2024 01:05,actual,13395
06/27/2024 01:10,actual,13322
06/27/2024 01:15,actual,13273
06/27/2024 01:20,actual,13232
06/27/2024 01:25,actual,13158
06/27/2024 01:30,actual,13108
06/27/2024 01:35,actual,13049
06/27/2024 01:40,actual,12986
06/27/2024 01:45,actual,12913
06/27/2024 01:50,actual,12923
06/27/2024 01:55,actual,12847
06/27/2024 02:00,actual,12813
06/27/2024 02:05,actual,12787
06/27/2024 02:10,actual,12734
06/27/2024 02:15,actual,12689
06/27/2024 02:20,actual,12654
06/27/2024 02:25,actual,12616
06/27/2024 02:30,actual,12602
06/27/2024 02:35,actual,12521
06/27/2024 02:40,actual,12518
06/27/2024 02:45,actual,12492
06/27/2024 02:50,actual,12475
06/27/2024 02:55,actual,12421
06/27/2024 03:00,actual,12409
06/27/2024 03:05,actual,12398
06/27/2024 03:10,actual,12392
06/27/2024 03:15,actual,12371
06/27/2024 03:20,actual,12326
06/27/2024 03:25,actual,12345
06/27/2024 03:30,actual,12374
06/27/2024 03:35,actual,12311
06/27/2024 03:40,actual,12301
06/27/2024 03:45,actual,12277
