BeginDate,Type,Mw
07/06/2024 00:30,forecast,14850
07/06/2024 01:30,forecast,14100
07/06/2024 02:30,forecast,13610
07/06/2024 03:30,forecast,13330
07/06/2024 04:30,forecast,13220
07/06/2024 05:30,forecast,13340
07/06/2024 06:30,forecast,13680
07/06/2024 07:30,forecast,14280
07/06/2024 08:30,forecast,14940
07/06/2024 09:30,forecast,15340
07/06/2024 10:30,forecast,15390
07/06/2024 11:30,forecast,15640
07/06/2024 12:30,forecast,15920
07/06/2024 13:30,forecast,16350
07/06/2024 14:30,forecast,16880
07/06/2024 15:30,forecast,17280
07/06/2024 16:30,forecast,17990
07/06/2024 17:30,forecast,18850
07/06/2024 18:30,forecast,19240
07/06/2024 19:30,forecast,19110
07/06/2024 20:30,forecast,18840
07/06/2024 21:30,forecast,18170
07/06/2024 22:30,forecast,17110
07/06/2024 23:30,forecast,15850
07/06/2024 00:00,actual,15192
07/06/2024 00:05,actual,15121
07/06/2024 00:10,actual,15052
07/06/2024 00:15,actual,14972
07/06/2024 00:20,actual,14925
07/06/2024 00:25,actual,14854
07/06/2024 00:30,actual,14794
07/06/2024 00:35,actual,14717
07/06/2024 00:40,actual,14676
07/06/2024 00:45,actual,14572
07/06/2024 00:50,actual,14503
07/06/2024 00:55,actual,14451
07/06/2024 01:00,actual,14372
07/06/2024 01:05,actual,14306
07/06/2024 01:10,actual,14259
07/06/2024 01:15,actual,14210
07/06/2024 01:20,actual,14144
07/06/2024 01:25,actual,14074
07/06/2024 01:30,actual,14044
07/06/2024 01:35,actual,13992
07/06/2024 01:40,actual,13955
07/06/2024 01:45,actual,13831
07/06/2024 01:50,actual,13875
07/06/2024 01:55,actual,13812
07/06/2024 02:00,actual,13752
07/06/2024 02:05,actual,13708
07/06/2024 02:10,actual,13677
07/06/2024 02:15,actual,13653
07/06/2024 02:20,actual,13617
07/06/2024 02:25,actual,13571
07/06/2024 02:30,actual,13518
07/06/2024 02:35,actual,13510
07/06/2024 02:40,actual,13476
07/06/2024 02:45,actual,13478
07/06/2024 02:50,actual,13429
07/06/2024 02:55,actual,13431
07/06/2024 03:00,actual,13370
07/06/2024 03:05,actual,13362
07/06/2024 03:10,actual,13346
07/06/2024 03:15,actual,13328
07/06/2024 03:20,actual,13297
07/06/2024 03:25,actual,13269
07/06/2024 03:30,actual,13253
07/06/2024 03:35,actual,13221
07/06/2024 03:40,actual,13229
07/06/2024 03:45,actual,13224
07/06/2024 03:50,actual,13184
07/06/2024 03:55,actual,13173
07/06/2024 04:00,actual,13160
07/06/2024 04:05,actual,13185
07/06/2024 04:10,actual,13202
07/06/2024 04:15,actual,13173
07/06/2024 04:20,actual,13175
07/06/2024 04:25,actual,13178
07/06/2024 04:30,actual,13152
07/06/2024 04:35,actual,13146
07/06/2024 04:40,actual,13171
07/06/2024 04:45,actual,13196
07/06/2024 04:50,actual,13198
07/06/2024 04:55,actual,13197
07/06/2024 05:00,actual,13249
07/06/2024 05:05,actual,13268
07/06/2024 05:10,actual,13293
07/06/2024 05:15,actual,13338
07/06/2024 05:20,actual,13311
07/06/2024 05:25,actual,13288
07/06/2024 05:30,actual,13267
07/06/2024 05:35,actual,13301
07/06/2024 05:40,actual,13308
07/06/2024 05:45,actual,13308
07/06/2024 05:50,actual,13303
07/06/2024 05:55,actual,13321
07/06/2024 06:00,actual,13392
07/06/2024 06:05,actual,13492
07/06/2024 06:10,actual,13548
07/06/2024 06:15,actual,13553
07/06/2024 06:20,actual,13590
07/06/2024 06:25,actual,13628
07/06/2024 06:30,actual,13637
07/06/2024 06:35,actual,13680
07/06/2024 06:40,actual,13674
07/06/2024 06:45,actual,13745
07/06/2024 06:50,actual,13782
07/06/2024 06:55,actual,13831
07/06/2024 07:00,actual,13886
07/06/2024 07:05,actual,13987
07/06/2024 07:10,actual,14058
07/06/2024 07:15,actual,14137
07/06/2024 07:20,actual,14210
07/06/2024 07:25,actual,14189
07/06/2024 07:30,actual,14270
07/06/2024 07:35,actual,14300
07/06/2024 07:40,actual,14349
07/06/2024 07:45,actual,14423
07/06/2024 07:50,actual,14503
07/06/2024 07:55,actual,14545
07/06/2024 08:00,actual,14604
07/06/2024 08:05,actual,14720
07/06/2024 08:10,actual,14769
07/06/2024 08:15,actual,14801
07/06/2024 08:20,actual,14863
07/06/2024 08:25,actual,14908
07/06/2024 08:30,actual,14933
07/06/2024 08:35,actual,14953
07/06/2024 08:40,actual,14993
07/06/2024 08:45,actual,15032
07/06/2024 08:50,actual,15083
07/06/2024 08:55,actual,15095
07/06/2024 09:00,actual,15139
07/06/2024 09:05,actual,15174
07/06/2024 09:10,actual,15228
07/06/2024 09:15,actual,15268
07/06/2024 09:20,actual,15292
07/06/2024 09:25,actual,15308
07/06/2024 09:30,actual,15297
07/06/2024 09:35,actual,15323
07/06/2024 09:40,actual,15325
07/06/2024 09:45,actual,15368
07/06/2024 09:50,actual,15395
07/06/2024 09:55,actual,15403
07/06/2024 10:00,actual,15355
07/06/2024 10:05,actual,15378
07/06/2024 10:10,actual,15320
07/06/2024 10:15,actual,15287
07/06/2024 10:20,actual,15297
07/06/2024 10:25,actual,15303
07/06/2024 10:30,actual,15244
07/06/2024 10:35,actual,15272
07/06/2024 10:40,actual,15322
07/06/2024 10:45,actual,15307
07/06/2024 10:50,actual,15345
07/06/2024 10:55,actual,15424
07/06/2024 11:00,actual,15462
07/06/2024 11:05,actual,15443
07/06/2024 11:10,actual,15427
07/06/2024 11:15,actual,15501
07/06/2024 11:20,actual,15527
07/06/2024 11:25,actual,15579
07/06/2024 11:30,actual,15628
07/06/2024 11:35,actual,15647
07/06/2024 11:40,actual,15665
07/06/2024 11:45,actual,15682
07/06/2024 11:50,actual,15698
07/06/2024 11:55,actual,15735
07/06/2024 12:00,actual,15730
07/06/2024 12:05,actual,15833
07/06/2024 12:10,actual,15805
07/06/2024 12:15,actual,15789
07/06/2024 12:20,actual,15818
07/06/2024 12:25,actual,15776
07/06/2024 12:30,actual,15786
07/06/2024 12:35,actual,15833
07/06/2024 12:40,actual,15903
07/06/2024 12:45,actual,15933
07/06/2024 12:50,actual,15993
07/06/2024 12:55,actual,16009
07/06/2024 13:00,actual,16053
07/06/2024 13:05,actual,16076
07/06/2024 13:10,actual,16067
07/06/2024 13:15,actual,16146
07/06/2024 13:20,actual,16205
07/06/2024 13:25,actual,16269
07/06/2024 13:30,actual,16344
07/06/2024 13:35,actual,16297
07/06/2024 13:40,actual,16353
07/06/2024 13:45,actual,16441
07/06/2024 13:50,actual,16526
07/06/2024 13:55,actual,16546
07/06/2024 14:00,actual,16643
07/06/2024 14:05,actual,16715
07/06/2024 14:10,actual,16767
07/06/2024 14:15,actual,16827
07/06/2024 14:20,actual,16805
07/06/2024 14:25,actual,16828
07/06/2024 14:30,actual,16834
07/06/2024 14:35,actual,16837
07/06/2024 14:40,actual,16838
07/06/2024 14:45,actual,16912
07/06/2024 14:50,actual,17009
07/06/2024 14:55,actual,16965
07/06/2024 15:00,actual,17040
07/06/2024 15:05,actual,16995
07/06/2024 15:10,actual,17041
07/06/2024 15:15,actual,17072
07/06/2024 15:20,actual,17152
07/06/2024 15:25,actual,17196
07/06/2024 15:30,actual,17290
07/06/2024 15:35,actual,17290
07/06/2024 15:40,actual,17272
07/06/2024 15:45,actual,17339
07/06/2024 15:50,actual,17393
07/06/2024 15:55,actual,17434
