BeginDate,Type,Mw
07/08/2024 00:30,forecast,15370
07/08/2024 01:30,forecast,14450
07/08/2024 02:30,forecast,13870
07/08/2024 03:30,forecast,13520
07/08/2024 04:30,forecast,13520
07/08/2024 05:30,forecast,13920
07/08/2024 06:30,forecast,14860
07/08/2024 07:30,forecast,15760
07/08/2024 08:30,forecast,15950
07/08/2024 09:30,forecast,16490
07/08/2024 10:30,forecast,17160
07/08/2024 11:30,forecast,17800
07/08/2024 12:30,forecast,18610
07/08/2024 13:30,forecast,19440
07/08/2024 14:30,forecast,20300
07/08/2024 15:30,forecast,20990
07/08/2024 16:30,forecast,21640
07/08/2024 17:30,forecast,22330
07/08/2024 18:30,forecast,22500
07/08/2024 19:30,forecast,22110
07/08/2024 20:30,forecast,21290
07/08/2024 21:30,forecast,20340
07/08/2024 22:30,forecast,18730
07/08/2024 23:30,forecast,17110
07/08/2024 00:00,actual,15910
07/08/2024 00:05,actual,15799
07/08/2024 00:10,actual,15688
07/08/2024 00:15,actual,15606
07/08/2024 00:20,actual,15499
07/08/2024 00:25,actual,15396
07/08/2024 00:30,actual,15284
07/08/2024 00:35,actual,15203
07/08/2024 00:40,actual,15138
07/08/2024 00:45,actual,15039
07/08/2024 00:50,actual,14955
07/08/2024 00:55,actual,14887
07/08/2024 01:00,actual,14757
07/08/2024 01:05,actual,14721
07/08/2024 01:10,actual,14684
07/08/2024 01:15,actual,14595
07/08/2024 01:20,actual,14532
07/08/2024 01:25,actual,14472
07/08/2024 01:30,actual,14388
07/08/2024 01:35,actual,14336
07/08/2024 01:40,actual,14280
07/08/2024 01:45,actual,14230
07/08/2024 01:50,actual,14186
07/08/2024 01:55,actual,14116
07/08/2024 02:00,actual,14083
07/08/2024 02:05,actual,14044
07/08/2024 02:10,actual,14013
07/08/2024 02:15,actual,13972
07/08/2024 02:20,actual,13950
07/08/2024 02:25,actual,13866
07/08/2024 02:30,actual,13858
07/08/2024 02:35,actual,13808
07/08/2024 02:40,actual,13753
07/08/2024 02:45,actual,13733
07/08/2024 02:50,actual,13688
07/08/2024 02:55,actual,13653
